aX,aY,aZ,gX,gY,gZ
0.018,0.815,0.401,-17.883,1.099,-32.166
0.001,0.893,0.320,-14.343,5.432,-18.005
-0.001,0.993,0.239,-13.855,5.615,-10.681
-0.018,1.053,0.193,-16.113,2.136,-11.963
-0.003,1.067,0.194,-22.278,-3.784,-19.043
0.005,0.969,0.233,-27.344,-9.827,-29.419
0.009,0.844,0.295,-29.907,-13.428,-36.621
0.029,0.804,0.316,-30.273,-12.695,-35.034
0.027,0.805,0.293,-29.114,-9.216,-29.846
0.024,0.870,0.246,-27.954,-6.470,-24.780
0.024,0.944,0.185,-28.076,-5.432,-22.644
0.076,0.955,0.149,-31.555,-7.629,-25.574
0.084,0.930,0.142,-35.767,-12.024,-29.968
0.062,0.944,0.157,-42.419,-16.785,-31.921
0.049,0.983,0.159,-49.927,-20.203,-33.569
0.031,1.027,0.119,-55.176,-22.766,-36.255
0.050,1.109,0.060,-59.631,-26.306,-41.321
0.129,1.150,0.031,-68.665,-32.654,-52.002
0.175,1.062,0.121,-76.172,-42.480,-67.810
0.456,0.960,0.487,-69.275,-50.781,-80.444
0.364,0.926,0.917,-7.751,-43.823,-80.688
0.163,0.424,0.812,34.119,-0.916,-81.848
0.241,0.301,0.372,62.500,43.213,-56.152
0.283,0.438,0.009,57.556,60.730,-17.090
0.245,0.663,-0.077,40.771,50.354,12.390
0.223,0.872,0.065,16.113,29.785,29.480
0.223,0.911,0.213,5.249,18.433,32.532
0.212,0.880,0.243,10.010,18.982,30.701
0.194,0.935,0.193,13.184,22.827,32.776
0.203,1.050,0.162,11.719,23.132,35.339
0.164,1.068,0.190,8.362,19.653,32.288
0.122,1.015,0.165,5.981,17.822,26.245
0.174,1.013,0.070,0.366,16.663,23.743
0.143,1.103,0.076,-7.385,10.315,22.766
0.132,1.160,0.135,-16.418,2.258,16.113
0.136,1.128,0.189,-16.968,-2.136,5.188
0.155,1.047,0.244,-17.334,-3.540,-3.479
0.164,0.964,0.262,-18.005,-2.502,-6.653
0.144,0.896,0.241,-15.198,-0.061,-4.028
0.173,0.837,0.201,-12.634,2.197,2.136
0.150,0.814,0.193,-14.648,2.808,10.925
0.115,0.913,0.217,-19.226,3.113,21.912
0.094,1.048,0.179,-17.090,5.249,26.855
0.111,1.141,0.127,-13.428,6.409,23.071
0.114,1.141,0.105,-12.268,3.906,11.902
0.130,1.080,0.134,-12.268,-0.793,0.427
0.129,0.995,0.186,-12.939,-4.333,-7.202
0.118,0.960,0.229,-11.963,-4.761,-8.850
0.119,0.994,0.226,-8.057,-2.014,-5.920
0.129,1.030,0.192,-3.418,0.671,-4.822
0.117,1.021,0.154,-0.793,2.136,-7.019
0.138,1.010,0.130,-1.465,1.770,-8.728
0.126,0.997,0.139,-2.930,-0.549,-10.559
0.141,0.918,0.152,-3.540,-2.136,-13.245
0.156,0.828,0.154,-5.676,-2.808,-11.292
0.142,0.837,0.172,-10.254,-3.601,-3.418
0.132,0.911,0.208,-10.742,-4.089,3.967
0.141,0.974,0.233,-6.287,-2.563,6.165
0.190,1.002,0.272,-0.854,0.488,3.113
0.212,1.047,0.429,24.109,3.357,-2.441
0.102,0.813,0.427,32.593,15.869,-12.817
0.138,0.750,0.038,26.733,38.025,-6.470
0.135,0.877,-0.232,17.151,38.391,9.888
0.131,1.035,-0.201,-0.122,13.916,16.479
0.152,1.083,-0.011,-19.592,-10.132,11.719
0.182,1.095,0.202,-26.978,-22.156,4.089
0.188,1.076,0.320,-22.095,-20.691,-3.174
0.055,-2.418,0.279,-105.469,27.466,126.465
-0.085,-2.500,0.249,-69.153,39.795,180.237
-0.300,-2.669,0.077,0.671,49.866,237.671
-0.503,-2.988,-0.175,71.350,52.246,297.485
-0.584,-3.351,-0.358,121.033,38.391,367.065
-0.676,-3.507,-0.340,122.070,10.559,452.881
-0.959,-3.287,-0.285,118.774,-17.273,549.377
-1.158,-2.790,-0.087,112.305,-42.664,637.207
-1.314,-2.147,0.124,94.177,-57.190,701.111
-1.436,-1.440,0.222,87.524,-57.983,735.413
-1.425,-0.835,0.241,61.829,-47.974,737.488
-1.308,-0.444,0.218,31.555,-34.607,711.731
-1.219,-0.271,0.169,12.207,-23.682,672.485
-1.070,-0.311,0.107,2.502,-18.188,634.399
-1.017,-0.541,0.165,-4.028,-19.897,607.178
-1.134,-0.624,0.352,-7.446,-23.071,609.192
-1.263,-0.462,0.556,-10.620,-15.747,636.169
-1.323,-0.019,0.664,-2.869,6.470,670.044
-1.354,0.553,0.579,20.386,39.612,688.110
-1.251,1.162,0.370,49.805,70.313,678.101
-0.869,1.543,0.201,63.721,85.327,634.399
-0.516,1.550,0.121,62.256,86.609,559.570
-0.334,1.507,0.167,76.660,79.590,486.572
-0.168,1.166,0.302,83.069,74.280,422.852
-0.218,0.680,0.459,75.745,78.308,378.357
-0.385,0.438,0.542,70.740,92.773,374.451
-0.635,0.643,0.563,79.834,113.953,396.729
-0.746,1.159,0.440,112.488,137.634,416.443
-0.726,1.500,0.162,155.884,156.067,403.503
-0.693,1.611,-0.116,181.763,158.875,360.352
-0.651,1.515,-0.238,178.528,143.921,307.922
-0.686,1.535,-0.149,161.804,118.774,262.573
-0.566,1.522,-0.035,150.574,96.252,224.548
-0.374,1.383,0.112,151.978,82.092,187.500
-0.211,1.141,0.175,141.235,73.730,161.011
-0.231,1.139,0.308,118.774,64.880,157.837
-0.278,1.444,0.491,106.079,63.538,158.264
-0.233,1.694,0.460,97.534,76.233,139.709
-0.256,1.637,0.146,104.004,90.088,102.844
-0.260,1.350,-0.080,109.497,85.022,63.538
-0.226,1.048,-0.078,99.060,61.401,37.170
-0.207,0.957,0.172,82.703,34.363,33.264
-0.078,1.025,0.399,76.477,21.362,39.978
-0.022,1.119,0.437,68.359,24.292,46.509
-0.024,1.212,0.411,69.824,28.870,52.185
0.003,1.362,0.410,63.660,28.931,55.725
0.013,1.481,0.415,53.955,27.100,53.772
-0.000,1.579,0.400,45.410,26.733,45.288
-0.022,1.587,0.331,35.645,27.527,29.785
-0.031,1.547,0.233,26.184,26.489,10.010
-0.022,1.445,0.151,12.756,19.958,-9.705
-0.004,1.252,0.160,-0.549,7.935,-28.931
0.016,0.958,0.281,-4.883,-4.456,-40.955
0.020,0.748,0.422,-5.432,-9.827,-38.025
-0.021,0.745,0.403,-4.578,-4.150,-21.179
-0.019,0.880,0.303,-3.113,3.845,-3.540
-0.014,1.016,0.205,-2.869,5.981,5.737
-0.049,1.030,0.177,-6.042,2.319,3.845
-0.057,1.020,0.202,-11.597,-3.113,-0.854
-0.016,1.019,0.266,-14.832,-8.911,-4.944
0.033,0.970,0.298,-17.029,-10.132,-9.216
0.007,0.894,0.286,-13.062,-7.141,-12.695
0.017,0.894,0.256,-11.536,-3.906,-11.414
0.049,0.860,0.213,-12.512,-2.075,-10.193
0.050,0.836,0.199,-11.292,-2.930,-8.789
0.065,0.877,0.209,-12.451,-4.944,-5.493
0.048,0.922,0.222,-11.230,-5.371,-4.272
0.039,0.925,0.257,-7.812,-5.066,-7.324
0.092,0.877,0.272,-3.967,-3.479,-10.315
0.112,0.804,0.235,0.793,-0.549,-10.376
0.092,0.794,0.207,3.906,0.854,-5.432
0.064,0.865,0.203,3.418,0.549,0.732
0.081,0.947,0.218,2.014,0.183,2.747
0.107,0.985,0.222,1.465,0.000,0.061
0.096,0.970,0.192,2.319,0.610,-4.578
0.082,0.974,0.158,0.549,-0.244,-8.667
0.054,1.005,0.127,-5.432,-2.563,-12.390
0.047,1.053,0.126,-12.390,-7.202,-17.456
0.111,0.923,0.216,-16.785,-13.794,-25.208
0.091,0.645,0.461,-6.409,-20.752,-29.541
0.112,0.677,0.577,1.221,-12.878,-12.451
0.045,0.837,0.411,13.916,8.301,8.850
0.007,1.040,0.150,23.865,22.461,18.433
-0.009,1.181,-0.004,20.325,19.653,14.343
-0.014,1.230,0.006,8.545,5.188,-0.366
0.013,1.165,0.107,-4.761,-10.315,-18.982
0.055,1.006,0.237,-13.062,-21.118,-35.645
0.082,0.809,0.389,-11.414,-25.085,-42.297
0.165,0.657,0.477,-1.221,-20.447,-33.936
0.129,0.663,0.460,6.714,-8.057,-12.451
0.095,0.920,0.357,10.193,3.967,12.634
0.080,1.162,0.219,9.766,10.437,23.743
0.074,1.259,0.125,5.859,8.423,17.822
0.097,1.214,0.184,-0.793,-0.671,4.578
0.129,1.095,0.324,-7.751,-7.507,-5.676
0.094,0.963,0.408,-7.568,-5.310,-9.521
0.070,0.941,0.358,-4.211,2.808,-5.493
0.073,0.953,0.222,-0.854,10.681,-0.732
0.073,1.000,0.111,-2.563,11.169,1.709
0.072,1.039,0.089,-9.766,4.822,0.549
0.074,1.066,0.157,-19.409,-3.784,-3.784
0.069,1.065,0.246,-22.400,-8.850,-10.742
0.040,1.005,0.279,-18.127,-8.057,-18.677
0.081,0.915,0.239,-10.681,-4.944,-23.682
0.115,0.843,0.232,-9.949,-3.906,-22.278
0.097,0.818,0.274,-11.230,-4.211,-14.587
0.097,0.865,0.302,-12.207,-2.197,-4.578
0.087,0.910,0.278,-8.362,1.587,2.319
0.093,0.985,0.234,-5.005,5.310,5.981
0.083,1.021,0.181,-3.784,7.263,4.883
0.074,1.022,0.152,-4.028,5.920,0.610
0.072,0.976,0.151,-5.005,2.258,-3.540
0.089,0.934,0.161,-7.141,-0.793,-5.798
0.093,0.930,0.187,-7.996,-2.441,-5.249
0.100,0.888,0.225,-5.676,-3.418,-5.188
0.108,0.854,0.237,-2.380,-2.136,-4.150
0.117,0.896,0.201,0.916,0.610,-0.366
0.129,0.960,0.155,1.404,1.892,2.319
0.146,0.986,0.156,-0.122,0.183,2.014
-0.081,-2.377,0.301,-1.160,61.035,226.318
-0.181,-2.484,0.160,20.691,66.406,260.559
-0.225,-2.553,0.082,32.288,63.049,301.636
-0.259,-2.502,0.079,30.396,53.772,347.900
-0.230,-2.403,0.143,23.010,42.358,391.724
-0.214,-2.365,0.335,3.723,34.363,429.077
-0.335,-2.439,0.515,-4.639,33.813,464.294
-0.642,-2.431,0.628,-3.662,44.312,510.437
-0.882,-2.458,0.689,19.165,60.364,570.251
-1.245,-2.512,0.766,42.053,75.256,635.986
-1.668,-2.381,0.845,62.683,91.736,712.891
-2.108,-2.163,0.882,85.693,109.680,792.175
-2.526,-1.935,0.969,97.778,125.793,864.319
-3.023,-1.533,1.024,102.478,145.203,933.289
-3.596,-0.860,1.029,106.873,173.279,993.469
-3.936,0.086,0.940,121.948,202.087,1030.457
-3.939,1.086,0.766,135.620,228.577,1025.635
-3.692,1.886,0.535,167.786,246.460,970.276
-3.297,2.561,0.317,202.515,248.474,875.977
-2.745,3.118,0.047,231.323,235.901,754.761
-2.050,3.378,-0.220,239.502,206.726,614.075
-1.302,3.302,-0.349,224.060,160.339,470.276
-0.645,3.065,-0.210,183.960,106.628,346.558
-0.218,2.862,0.146,125.671,63.293,254.272
-0.078,2.631,0.533,85.510,44.861,180.725
-0.159,2.472,0.718,73.181,53.772,118.347
-0.252,2.135,0.579,82.581,80.811,57.983
-0.390,1.531,0.218,100.281,106.384,0.732
-0.423,0.934,-0.164,105.347,115.234,-33.142
-0.294,0.464,-0.400,91.614,102.356,-36.621
-0.128,0.149,-0.430,71.960,73.120,-14.587
-0.010,0.164,-0.223,57.678,39.856,25.391
0.047,0.419,0.057,46.692,18.555,66.223
0.069,0.685,0.238,54.810,15.625,88.684
0.094,0.773,0.292,74.158,23.926,92.529
0.128,0.711,0.281,90.576,33.875,90.088
0.100,0.772,0.288,97.473,38.086,97.107
0.032,1.016,0.281,89.539,38.574,110.229
-0.045,1.373,0.297,74.036,35.950,117.554
-0.093,1.675,0.278,57.068,32.471,111.023
-0.115,1.816,0.241,44.434,26.733,88.806
-0.125,1.841,0.246,33.752,16.296,59.387
-0.113,1.812,0.320,19.775,4.639,29.175
-0.098,1.672,0.376,6.531,-1.587,-0.366
-0.014,1.332,0.408,-0.488,-3.418,-26.550
0.025,1.025,0.438,-5.615,-2.869,-37.781
0.005,0.900,0.411,-8.057,1.465,-30.273
-0.001,0.910,0.307,-5.798,7.629,-16.663
0.019,0.957,0.172,-4.456,11.047,-7.812
0.051,1.027,0.080,-8.362,8.545,-4.883
0.055,1.048,0.080,-15.381,1.404,-8.545
0.061,0.941,0.148,-20.447,-5.798,-16.846
0.047,0.839,0.215,-20.691,-9.644,-20.874
0.057,0.808,0.232,-18.555,-7.874,-16.052
0.063,0.840,0.212,-16.663,-4.456,-8.423
0.079,0.913,0.193,-16.602,-2.808,-2.869
0.084,0.927,0.184,-14.038,-3.540,-1.953
0.075,0.977,0.174,-13.916,-4.211,-0.916
0.066,1.008,0.175,-15.320,-5.127,-0.977
0.073,1.045,0.166,-16.602,-5.493,-2.747
0.092,1.073,0.119,-17.883,-5.615,-7.385
0.106,0.991,0.109,-19.348,-7.812,-16.174
0.130,0.721,0.218,-16.052,-13.367,-22.644
0.135,0.580,0.336,-12.756,-12.756,-13.733
0.152,0.698,0.330,-8.484,-2.625,8.057
0.142,0.924,0.206,0.183,9.705,24.597
0.122,1.127,0.024,7.385,17.090,26.794
0.102,1.219,-0.105,6.958,13.794,15.137
0.095,1.200,-0.116,-1.526,1.648,-3.479
0.139,1.012,0.037,-12.512,-13.428,-21.973
0.154,0.723,0.268,-13.489,-23.376,-30.884
0.138,0.681,0.380,-8.911,-17.822,-18.982
0.109,0.845,0.321,0.610,-2.625,-0.488
0.101,1.061,0.149,10.620,10.498,8.606
0.106,1.170,-0.005,12.695,13.489,4.028
0.080,1.140,-0.009,5.493,4.822,-7.812
0.083,0.947,0.128,0.366,-6.836,-19.775
0.110,0.829,0.257,0.244,-10.803,-20.630
0.153,0.828,0.302,1.282,-5.554,-10.498
0.145,0.893,0.273,6.165,2.930,0.183
0.121,1.020,0.195,10.498,10.620,7.935
0.099,1.121,0.076,12.390,14.587,7.751
0.113,1.139,-0.007,9.644,11.475,0.549
0.113,1.085,0.008,2.014,2.258,-8.850
0.085,0.990,0.125,-4.395,-7.507,-15.869
0.103,0.822,0.272,-3.967,-12.146,-17.456
0.140,0.802,0.330,-2.197,-7.202,-8.911
0.143,0.901,0.265,3.601,2.380,3.540
0.106,1.030,0.141,8.728,9.705,10.437
0.082,1.086,0.060,9.399,9.033,8.911
0.120,1.039,0.078,4.700,1.831,2.686
0.127,0.980,0.179,-1.465,-4.456,-0.549
0.105,1.014,0.258,-4.822,-5.493,1.404
0.087,1.054,0.248,-2.075,-1.099,2.014
0.100,1.045,0.177,2.258,3.357,-0.854
0.120,1.011,0.101,3.113,3.906,-3.723
0.115,0.987,0.084,-0.916,0.244,-5.371
0.094,1.005,0.112,-6.226,-4.272,-6.409
0.074,1.010,0.152,-7.629,-7.568,-8.972
0.110,0.923,0.192,-4.700,-8.728,-13.306
0.161,0.803,0.253,-3.296,-7.568,-12.634
0.166,0.829,0.298,-3.174,-3.662,-2.747
0.130,0.930,0.244,-0.427,3.540,7.385
0.099,0.989,0.131,4.333,9.155,9.277
0.106,1.010,0.027,5.188,8.728,5.554
0.127,1.012,0.008,0.427,1.770,0.610
0.136,1.017,0.087,-7.690,-6.897,-3.357
0.141,1.020,0.185,-13.123,-12.207,-7.019
0.151,0.993,0.237,-11.230,-11.414,-10.620
0.166,0.867,0.263,-3.174,-7.202,-13.611
0.169,0.785,0.246,1.587,-1.648,-9.827
0.160,0.865,0.185,3.418,3.906,1.282
0.148,0.995,0.132,3.601,6.042,9.399
0.146,1.075,0.098,3.113,5.066,9.033
0.145,1.086,0.086,1.282,2.258,3.235
0.155,0.981,0.117,-0.427,-1.282,-4.272
0.156,0.776,0.176,-0.244,-3.601,-7.080
0.139,0.739,0.230,0.122,-2.991,1.587
0.134,0.881,0.229,1.892,1.343,16.296
0.021,-1.655,1.241,-181.946,2.197,-80.994
-0.090,-1.826,1.458,-189.148,26.733,-61.584
-0.255,-2.128,1.503,-146.240,65.735,-35.645
-0.461,-2.506,1.320,-89.355,111.633,0.488
-0.553,-2.846,1.109,-38.330,148.743,55.664
-0.703,-3.122,0.964,10.498,169.373,122.925
-0.844,-3.297,0.875,46.936,179.443,202.698
-0.970,-3.384,0.878,59.143,185.059,286.804
-1.096,-3.286,1.041,68.665,184.998,373.840
-1.430,-3.101,1.246,63.110,189.392,458.496
-1.667,-2.659,1.262,58.838,210.083,545.044
-2.109,-2.091,1.208,67.444,236.816,624.695
-2.334,-1.507,1.046,81.787,264.099,686.951
-2.394,-1.090,0.821,86.670,288.757,731.262
-2.519,-0.688,0.723,106.995,302.734,763.184
-2.640,-0.132,0.627,164.185,307.129,796.143
-2.559,0.484,0.510,213.013,302.246,817.444
-2.295,1.047,0.392,216.309,291.870,810.364
-1.886,1.488,0.229,219.727,276.917,775.513
-1.363,1.641,0.058,220.764,255.188,713.806
-0.992,1.628,-0.010,212.952,224.426,637.634
-0.669,1.571,0.010,194.885,190.979,569.702
-0.468,1.438,0.071,170.898,163.696,510.010
-0.411,1.378,0.106,148.682,146.179,463.562
-0.358,1.321,0.071,131.592,138.245,427.673
-0.359,1.231,-0.017,121.643,133.789,395.020
-0.323,1.205,-0.098,109.436,128.296,368.713
-0.253,1.212,-0.137,95.886,119.934,345.581
-0.175,1.182,-0.167,91.064,110.168,320.984
-0.130,1.142,-0.131,78.125,99.731,296.814
-0.165,1.193,-0.097,72.571,92.346,277.893
-0.192,1.299,-0.097,71.167,90.088,260.437
-0.194,1.283,-0.187,84.045,89.172,236.511
-0.201,1.148,-0.245,90.759,82.581,210.144
-0.231,1.115,-0.237,91.553,69.519,195.007
-0.195,1.225,-0.144,88.074,55.115,188.599
-0.146,1.296,-0.031,89.050,44.861,177.368
-0.105,1.299,0.109,91.675,37.964,160.828
-0.054,1.363,0.252,85.144,36.316,149.597
-0.121,1.416,0.333,95.337,42.969,138.062
-0.157,1.519,0.319,102.905,54.016,126.587
-0.184,1.621,0.157,115.723,68.176,113.708
-0.153,1.605,-0.033,119.629,74.829,92.773
-0.119,1.520,-0.206,118.958,67.871,68.909
-0.068,1.443,-0.252,98.328,48.584,49.866
-0.013,1.395,-0.206,70.435,23.987,35.522
0.031,1.345,-0.062,43.823,0.671,24.170
0.063,1.265,0.122,23.010,-15.564,13.672
0.071,1.236,0.251,12.390,-20.813,8.911
0.100,1.229,0.310,10.376,-16.846,6.653
0.145,1.274,0.299,9.155,-8.118,4.822
0.138,1.238,0.246,10.681,-0.122,-0.183
0.119,1.188,0.184,11.719,4.639,-5.310
0.133,1.099,0.155,6.592,6.165,-8.667
0.121,1.038,0.141,0.732,6.165,-8.240
0.112,1.063,0.112,-3.418,6.714,-3.113
0.137,1.085,0.086,-7.385,6.775,-0.610
0.157,1.098,0.084,-10.803,5.066,-1.160
0.147,1.138,0.073,-14.282,4.028,-2.808
0.122,1.180,0.014,-17.090,4.272,-7.507
0.105,1.168,-0.075,-18.433,3.174,-16.052
0.175,1.070,-0.091,-20.874,-3.540,-26.672
0.191,0.977,-0.059,-25.208,-12.512,-32.898
0.187,0.893,0.029,-28.564,-19.958,-34.485
0.220,0.818,0.144,-26.917,-23.560,-32.349
0.260,0.805,0.217,-26.794,-18.555,-24.353
0.242,0.834,0.177,-18.311,-6.958,-14.343
0.219,0.891,0.062,-11.108,3.418,-6.897
0.208,0.940,-0.046,-5.981,7.935,-4.089
0.255,0.948,-0.084,-6.104,5.127,-5.310
0.279,0.926,-0.059,-10.193,-0.671,-6.897
0.262,0.943,-0.021,-13.550,-4.517,-6.470
0.234,0.986,-0.012,-15.015,-5.371,-6.409
0.205,1.023,-0.053,-14.648,-4.944,-9.705
0.206,0.997,-0.060,-12.329,-7.141,-16.724
0.268,0.896,0.007,-9.460,-12.207,-23.254
0.280,0.840,0.059,-7.385,-13.245,-22.278
0.263,0.866,0.082,-5.066,-10.010,-15.747
0.237,0.948,0.043,-2.136,-4.578,-10.437
0.228,1.030,-0.048,1.648,-0.366,-10.681
0.236,1.078,-0.142,2.319,-0.671,-16.907
0.238,1.098,-0.173,-1.465,-6.836,-26.306
0.238,1.065,-0.119,-7.080,-17.639,-37.109
0.271,0.941,-0.005,-8.972,-28.015,-47.363
0.324,0.776,0.074,-8.118,-32.288,-51.025
0.363,0.669,0.172,-9.033,-31.494,-43.213
0.401,0.624,0.275,-6.042,-26.123,-25.757
0.398,0.655,0.383,-2.991,-14.771,-5.127
0.334,0.845,0.353,4.517,4.517,16.113
0.280,1.031,0.140,17.395,26.123,27.283
0.241,1.109,-0.114,25.940,36.804,24.658
0.263,1.095,-0.241,25.635,29.907,15.686
0.275,1.044,-0.199,14.648,12.512,7.690
0.267,1.040,-0.056,0.427,-2.502,3.967
0.246,1.046,0.073,-7.446,-9.094,1.404
0.235,1.009,0.133,-7.019,-7.141,-1.770
0.229,0.938,0.108,-0.610,-1.282,-3.479
0.231,0.929,0.052,2.563,3.784,-1.892
0.224,0.992,-0.004,0.977,5.920,2.197
0.200,1.025,-0.005,-0.549,3.296,2.625
0.219,0.981,0.037,1.221,-0.610,0.061
0.254,0.939,0.062,0.427,-1.526,-0.305
0.270,0.919,0.090,0.000,-0.610,2.075
0.251,0.944,0.095,-0.061,1.587,5.859
0.224,0.981,0.063,2.747,5.188,8.545
0.236,1.001,0.020,3.357,7.019,8.423
0.244,0.999,-0.003,2.808,6.348,6.165
0.236,1.012,0.001,1.282,3.906,4.150
0.239,1.033,0.012,-0.854,1.404,1.831
0.235,1.018,0.003,-2.197,0.183,-1.953
0.235,0.947,0.003,-2.686,-1.038,-6.287
0.245,0.899,0.021,-4.272,-2.747,-7.507
0.265,0.869,0.054,-4.395,-4.150,-4.761
0.281,0.869,0.110,-5.737,-4.089,-0.732
0.274,0.933,0.114,-4.944,-0.610,5.066
0.252,0.995,0.054,-1.709,4.578,7.202
0.265,1.024,-0.025,0.732,6.897,4.639
0.285,0.975,-0.070,-0.732,3.845,-0.732
0.301,0.885,-0.005,-5.310,-2.136,-3.235
0.269,-1.350,1.011,-47.302,40.588,32.715
0.187,-1.479,0.994,-40.039,55.786,47.668
0.108,-1.567,0.996,-31.799,70.007,66.345
0.162,-1.628,1.056,-22.400,82.764,86.060
0.184,-1.772,1.045,-13.733,97.107,104.065
0.184,-1.886,0.972,-5.798,110.474,127.014
0.158,-1.887,0.934,-4.822,119.873,156.555
0.158,-1.788,0.937,-13.428,126.831,186.584
0.131,-1.670,0.906,-21.484,134.583,211.792
0.126,-1.601,0.890,-25.574,141.296,231.567
0.113,-1.523,0.936,-34.424,147.522,250.549
0.071,-1.463,0.950,-36.072,157.410,270.447
-0.046,-1.430,0.895,-35.217,173.218,289.246
-0.126,-1.378,0.783,-29.907,190.430,308.044
-0.159,-1.348,0.717,-23.376,202.148,325.256
-0.133,-1.344,0.673,-25.452,208.557,342.590
-0.063,-1.370,0.767,-35.583,210.571,362.610
-0.177,-1.353,0.952,-40.405,213.379,389.282
-0.407,-1.407,1.139,-42.419,227.478,419.983
-0.630,-1.775,1.327,-58.105,256.531,449.646
-1.088,-2.097,1.398,-60.791,302.002,495.239
-1.683,-2.119,1.278,-48.950,363.159,572.754
-2.236,-1.752,1.058,-12.390,421.143,669.006
-2.712,-1.106,0.904,13.000,469.116,755.798
-3.139,-0.274,0.673,45.044,508.118,819.458
-3.353,0.574,0.359,84.656,538.086,850.891
-3.353,1.322,-0.003,116.821,555.786,841.858
-3.171,2.032,-0.298,163.879,551.025,794.922
-2.674,2.540,-0.582,218.628,516.785,712.952
-2.229,2.977,-0.746,241.272,466.431,608.948
-1.778,3.447,-0.812,266.785,405.334,504.700
-1.268,3.738,-0.829,252.563,341.614,390.747
-0.867,3.638,-0.802,233.398,279.968,267.029
-0.630,3.166,-0.703,205.261,220.886,150.757
-0.296,2.497,-0.607,164.795,167.847,62.073
-0.131,1.804,-0.514,124.756,122.681,3.113
-0.191,1.255,-0.447,87.952,85.205,-25.269
-0.352,0.891,-0.301,51.758,53.406,-32.166
-0.407,0.588,-0.147,37.659,32.227,-31.860
-0.331,0.353,-0.108,44.434,27.283,-23.499
-0.184,0.236,-0.077,64.148,29.358,-4.944
-0.052,0.232,-0.057,78.308,33.081,19.165
0.130,0.367,-0.069,86.304,36.377,50.293
0.177,0.571,-0.059,89.722,36.682,77.393
0.128,0.781,-0.050,87.036,34.485,94.910
0.029,0.963,-0.050,76.660,31.677,103.577
0.014,1.247,-0.014,64.697,25.085,110.291
0.014,1.551,-0.026,48.401,20.081,110.779
-0.005,1.754,-0.045,33.020,14.160,97.107
-0.060,1.851,-0.047,18.066,6.653,71.899
-0.074,1.856,-0.040,5.798,-0.305,41.809
-0.044,1.725,-0.069,-5.127,-5.981,10.620
-0.013,1.504,-0.118,-13.977,-11.475,-16.479
0.029,1.255,-0.122,-24.109,-19.592,-35.339
0.057,1.032,-0.102,-35.400,-26.855,-43.518
0.059,0.894,-0.055,-44.861,-31.799,-40.894
0.099,0.817,-0.008,-51.636,-33.203,-31.067
0.093,0.783,0.020,-53.406,-30.029,-18.555
0.085,0.853,0.016,-50.049,-23.560,-5.005
0.130,0.907,-0.021,-41.199,-15.686,2.808
0.133,1.000,0.070,-31.860,-9.277,2.014
0.073,0.886,0.004,-18.372,1.282,-7.324
0.135,0.844,-0.159,-7.507,9.949,-5.127
0.117,0.836,-0.269,-8.911,7.507,2.625
0.051,0.859,-0.216,-16.724,-2.563,11.414
-0.005,0.958,-0.130,-20.691,-10.742,17.761
-0.005,1.088,-0.082,-19.714,-12.817,20.752
0.000,1.180,-0.072,-12.878,-10.742,15.503
-0.022,1.230,-0.117,-4.578,-6.531,4.456
-0.025,1.229,-0.209,1.892,-4.272,-8.911
0.028,1.096,-0.239,3.479,-9.033,-24.170
0.110,0.980,-0.187,-2.319,-18.066,-31.982
0.141,0.914,-0.104,-9.521,-23.743,-31.067
0.115,0.898,-0.055,-12.207,-23.376,-26.855
0.129,0.893,-0.069,-10.315,-18.433,-21.729
0.168,0.750,-0.005,-6.958,-15.991,-20.081
0.207,0.728,0.082,-3.845,-12.451,-9.338
0.214,0.841,0.094,2.014,-1.953,7.812
0.129,0.992,-0.019,11.292,11.658,18.738
0.089,1.148,-0.207,20.508,20.996,20.447
0.062,1.228,-0.356,21.729,18.982,11.292
0.039,1.226,-0.405,14.526,6.287,-3.967
0.072,1.144,-0.309,0.061,-11.780,-19.653
0.162,0.924,-0.052,-12.512,-28.992,-30.884
0.158,0.776,0.189,-13.977,-32.349,-28.320
0.099,0.785,0.232,-6.287,-16.724,-12.451
0.057,0.876,0.089,8.545,5.127,1.770
0.044,0.990,-0.150,21.912,20.630,9.216
0.051,1.078,-0.333,24.170,21.118,7.324
0.068,1.134,-0.399,14.465,8.118,-1.282
0.114,1.115,-0.333,-0.854,-10.986,-13.489
0.181,0.985,-0.156,-15.076,-29.846,-24.719
0.215,0.832,0.033,-18.433,-39.673,-27.588
0.187,0.812,0.184,-20.020,-35.645,-17.456
0.150,0.892,0.187,-12.451,-19.592,-3.052
0.148,0.986,0.076,-0.366,-1.404,5.859
0.158,1.030,-0.044,9.399,10.254,9.277
0.152,1.033,-0.126,11.658,13.000,10.437
0.129,1.085,-0.161,6.348,10.071,12.268
0.106,1.159,-0.169,0.244,5.066,12.024
0.088,1.164,-0.140,-2.441,0.061,5.493
0.089,1.069,-0.117,-2.319,-2.258,-3.784
0.149,1.000,-0.115,-2.625,-2.686,-8.545
0.144,0.990,-0.090,-6.836,-2.869,-9.033
0.136,0.995,-0.086,-8.972,-2.075,-8.423
0.153,0.942,-0.066,-11.230,-1.587,-8.362
0.162,0.903,-0.043,-13.000,-0.610,-6.287
0.137,0.906,-0.033,-12.390,2.258,-1.038
0.115,0.962,-0.053,-8.667,6.287,4.761
0.101,0.985,-0.099,-4.211,9.460,6.836
0.094,0.973,-0.114,-1.038,10.071,5.615
